Cycle start time,Cycle end time,Cycle timezone,Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Sleep consistency %,Nap
2023-08-29 21:52:57,2023-08-30 23:10:01,UTC-04:00,2023-08-29 21:52:57,2023-08-30 04:17:00,57,14.1,348,380,125,71,152,32,617,80,95,81,false
2023-08-28 21:47:00,2023-08-29 21:52:57,UTC-04:00,2023-08-28 21:47:00,2023-08-29 05:22:40,65,14.5,410,455,215,68,127,45,627,92,93,76,false
2023-08-27 22:29:59,2023-08-28 21:47:00,UTC-04:00,2023-08-27 22:29:59,2023-08-28 05:33:55,69,14.5,391,423,181,81,129,32,568,90,94,68,false
2023-08-27 00:28:53,2023-08-27 22:29:59,UTC-04:00,2023-08-27 00:28:53,2023-08-27 07:10:42,61,14.7,364,397,138,69,157,33,601,92,94,60,false
2023-08-25 22:15:51,2023-08-27 00:28:53,UTC-04:00,2023-08-25 22:15:51,2023-08-26 05:34:43,69,14.8,400,438,197,76,127,38,579,80,94,82,false
2023-08-24 22:19:16,2023-08-25 22:15:51,UTC-04:00,2023-08-25 14:39:19,2023-08-25 15:24:51,3,16.3,14,45,14,0,0,31,580,80,35,,true
2023-08-24 22:19:16,2023-08-25 22:15:51,UTC-04:00,2023-08-24 22:19:16,2023-08-25 05:41:02,65,14.3,407,441,152,88,167,34,629,108,92,85,false
2023-08-24 00:03:57,2023-08-24 22:19:16,UTC-04:00,2023-08-24 00:03:57,2023-08-24 05:41:18,53,13.9,314,337,123,70,121,23,596,86,97,69,false
2023-08-22 22:03:02,2023-08-24 00:03:57,UTC-04:00,2023-08-22 22:03:02,2023-08-23 05:36:18,71,14.1,422,450,220,66,136,28,591,68,97,85,false
2023-08-21 22:00:24,2023-08-22 22:03:02,UTC-04:00,2023-08-21 22:00:24,2023-08-22 05:46:29,77,14.5,445,466,169,90,186,21,581,65,95,81,false
2023-08-20 21:27:57,2023-08-21 22:00:24,UTC-04:00,2023-08-20 21:27:57,2023-08-21 06:24:45,78,14.5,464,536,172,90,202,72,598,83,87,78,false
2023-08-19 21:17:23,2023-08-20 21:27:57,UTC-04:00,2023-08-19 21:17:23,2023-08-20 06:16:36,72,14.4,409,539,149,83,177,130,566,110,78,64,false
2023-08-18 23:51:42,2023-08-19 21:17:23,UTC-04:00,2023-08-19 11:03:46,2023-08-19 12:11:32,10,13.8,56,64,44,12,0,8,586,110,95,,true
2023-08-18 23:51:42,2023-08-19 21:17:23,UTC-04:00,2023-08-18 23:51:42,2023-08-19 05:58:40,52,14.6,322,366,130,72,120,44,622,86,92,76,false
2023-08-17 22:35:35,2023-08-18 23:51:42,UTC-04:00,2023-08-17 22:35:35,2023-08-18 05:57:47,71,15.2,410,442,143,63,204,32,578,76,95,82,false
2023-08-16 21:52:57,2023-08-17 22:35:35,UTC-04:00,2023-08-16 21:52:57,2023-08-17 05:22:09,67,14.9,387,449,169,87,131,62,580,80,92,80,false
2023-08-15 21:58:11,2023-08-16 21:52:57,UTC-04:00,2023-08-15 21:58:11,2023-08-16 05:23:55,65,14.4,391,445,190,64,137,54,602,83,90,73,false
2023-08-14 21:31:57,2023-08-15 21:58:11,UTC-04:00,2023-08-14 21:31:57,2023-08-15 05:48:12,72,14.3,446,496,170,103,173,50,623,103,94,63,false
2023-08-13 23:32:15,2023-08-14 21:31:57,UTC-04:00,2023-08-13 23:32:15,2023-08-14 05:22:39,55,14.0,324,347,115,80,129,23,591,76,96,53,false
2023-08-13 01:26:52,2023-08-13 23:32:15,UTC-04:00,2023-08-13 01:26:52,2023-08-13 08:28:24,67,14.9,384,421,120,90,174,37,571,69,94,40,false
2023-08-11 21:35:13,2023-08-13 01:26:52,UTC-04:00,2023-08-11 21:35:13,2023-08-12 05:43:19,70,14.2,420,488,197,93,130,68,600,73,89,88,false
2023-08-10 22:21:47,2023-08-11 21:35:13,UTC-04:00,2023-08-10 22:21:47,2023-08-11 05:52:38,68,13.9,397,450,165,88,144,53,582,68,88,84,false
2023-08-09 21:20:37,2023-08-10 22:21:47,UTC-04:00,2023-08-09 21:20:37,2023-08-10 05:39:06,77,14.1,455,498,163,102,190,43,595,87,95,81,false
2023-08-08 22:57:36,2023-08-09 21:20:37,UTC-04:00,2023-08-08 22:57:36,2023-08-09 05:50:48,62,14.8,370,413,193,67,110,43,600,78,93,79,false
2023-08-07 20:43:34,2023-08-08 22:57:36,UTC-04:00,2023-08-07 20:43:34,2023-08-08 05:08:05,66,14.8,405,504,223,77,105,99,613,76,83,77,false
2023-08-06 22:46:07,2023-08-07 20:43:34,UTC-04:00,2023-08-06 22:46:07,2023-08-07 05:46:41,67,14.7,394,420,158,75,161,26,589,62,95,80,false
2023-08-05 22:20:18,2023-08-06 22:46:07,UTC-04:00,2023-08-05 22:20:18,2023-08-06 06:34:58,79,14.3,452,494,202,87,163,42,568,56,93,83,false
2023-08-04 21:35:16,2023-08-05 22:20:18,UTC-04:00,2023-08-04 21:35:16,2023-08-05 05:50:22,81,13.9,443,495,227,81,135,52,550,68,92,90,false
2023-08-03 21:41:27,2023-08-04 21:35:16,UTC-04:00,2023-08-04 16:25:00,2023-08-04 16:45:00,2,17.2,13,20,13,0,0,7,554,68,100,,true
2023-08-03 21:41:27,2023-08-04 21:35:16,UTC-04:00,2023-08-03 21:41:27,2023-08-04 05:46:55,77,13.8,450,483,188,75,187,33,583,73,95,92,false
2023-08-02 22:12:46,2023-08-03 21:41:27,UTC-04:00,2023-08-02 22:12:46,2023-08-03 05:56:24,68,14.8,407,463,188,81,138,56,594,77,91,87,false
2023-08-01 21:59:27,2023-08-02 22:12:46,UTC-04:00,2023-08-01 21:59:27,2023-08-02 05:54:20,74,13.9,424,474,202,82,140,50,575,69,92,83,false
2023-07-31 21:58:54,2023-08-01 21:59:27,UTC-04:00,2023-07-31 21:58:54,2023-08-01 05:58:46,70,14.2,423,479,206,79,138,56,605,90,88,74,false
2023-07-30 21:26:35,2023-07-31 21:58:54,UTC-04:00,2023-07-30 21:26:35,2023-07-31 05:50:19,61,14.9,349,503,176,83,90,154,577,83,73,62,false
2023-07-30 00:47:35,2023-07-30 21:26:35,UTC-04:00,2023-07-30 00:47:35,2023-07-30 07:54:25,64,14.4,351,426,115,106,130,75,552,68,87,49,false
2023-07-28 21:50:25,2023-07-30 00:47:35,UTC-04:00,2023-07-28 21:50:25,2023-07-29 05:50:52,77,14.3,416,480,245,80,91,64,542,26,89,77,false
2023-07-27 19:49:21,2023-07-28 21:50:25,UTC-04:00,2023-07-27 19:49:21,2023-07-28 06:01:20,91,14.2,552,611,228,131,193,59,607,80,93,67,false
2023-07-26 22:10:46,2023-07-27 19:49:21,UTC-04:00,2023-07-26 22:10:46,2023-07-27 07:12:34,73,14.1,422,541,190,51,181,119,576,80,81,85,false
2023-07-25 22:38:03,2023-07-26 22:10:46,UTC-04:00,2023-07-25 22:38:03,2023-07-26 07:03:22,73,13.8,424,505,179,84,161,81,579,68,88,77,false
2023-07-24 21:36:55,2023-07-25 22:38:03,UTC-04:00,2023-07-24 21:36:55,2023-07-25 05:53:12,77,14.2,447,496,199,73,175,49,581,71,90,81,false
2023-07-23 21:26:23,2023-07-24 21:36:55,UTC-04:00,2023-07-23 21:26:23,2023-07-24 06:33:25,76,14.7,414,547,218,73,123,133,543,32,76,75,false
2023-07-22 21:21:21,2023-07-23 21:26:23,UTC-04:00,2023-07-22 21:21:21,2023-07-23 06:53:44,89,14.2,494,572,257,91,146,78,555,50,91,68,false
2023-07-21 22:32:37,2023-07-22 21:21:21,UTC-04:00,2023-07-21 22:32:37,2023-07-22 07:09:49,83,14.9,459,517,170,122,167,58,556,89,89,64,false
2023-07-21 00:06:12,2023-07-21 22:32:37,UTC-04:00,2023-07-21 00:06:12,2023-07-21 09:25:15,70,13.7,419,559,144,100,175,140,596,97,75,55,false
2023-07-19 22:30:03,2023-07-21 00:06:12,UTC-04:00,2023-07-19 22:30:03,2023-07-20 07:53:21,58,14.5,344,563,113,103,128,219,589,92,70,66,false
2023-07-18 21:49:51,2023-07-19 22:30:03,UTC-04:00,2023-07-18 21:49:51,2023-07-19 05:56:12,69,14.0,430,486,188,90,152,56,628,110,94,68,false
2023-07-18 00:54:49,2023-07-18 21:49:51,UTC-04:00,2023-07-18 00:54:49,2023-07-18 06:50:07,52,14.4,309,355,126,66,117,46,596,86,92,64,false
2023-07-16 21:58:14,2023-07-18 00:54:49,UTC-04:00,2023-07-16 21:58:14,2023-07-17 05:51:28,71,13.8,427,473,150,97,180,46,598,127,95,67,false
2023-07-16 01:10:53,2023-07-16 21:58:14,UTC-04:00,2023-07-16 01:10:53,2023-07-16 06:22:50,45,14.4,278,312,129,58,91,34,615,87,91,53,false
2023-07-14 22:36:06,2023-07-16 01:10:53,UTC-04:00,2023-07-14 22:36:06,2023-07-15 05:31:23,62,14.4,355,415,155,63,137,60,576,59,90,69,false
2023-07-13 19:37:32,2023-07-14 22:36:06,UTC-04:00,2023-07-13 19:37:32,2023-07-14 04:24:45,80,14.2,471,527,199,118,154,56,592,90,90,62,false
2023-07-12 23:11:10,2023-07-13 19:37:32,UTC-04:00,2023-07-12 23:11:10,2023-07-13 05:58:51,61,14.2,342,407,163,71,108,65,561,50,92,71,false
2023-07-11 21:50:02,2023-07-12 23:11:10,UTC-04:00,2023-07-11 21:50:02,2023-07-12 06:13:52,78,14.0,424,503,167,95,162,79,544,41,87,70,false
2023-07-10 21:43:04,2023-07-11 21:50:02,UTC-04:00,2023-07-10 21:43:04,2023-07-11 05:58:32,82,14.5,435,495,196,111,128,60,533,47,90,63,false
2023-07-09 22:19:01,2023-07-10 21:43:04,UTC-04:00,2023-07-10 10:52:09,2023-07-10 11:16:15,3,16.3,15,24,15,0,0,9,536,47,80,,true
2023-07-09 22:19:01,2023-07-10 21:43:04,UTC-04:00,2023-07-09 22:19:01,2023-07-10 07:07:56,84,14.5,417,528,207,73,137,111,495,17,82,57,false
2023-07-09 00:01:10,2023-07-09 22:19:01,UTC-04:00,2023-07-09 00:01:10,2023-07-09 09:01:56,94,14.6,478,540,197,86,195,62,509,67,91,43,false
2023-07-07 22:31:58,2023-07-09 00:01:10,UTC-04:00,2023-07-08 11:41:34,2023-07-08 13:42:37,10,14.6,52,121,39,13,0,69,539,67,70,,true
2023-07-07 22:31:58,2023-07-09 00:01:10,UTC-04:00,2023-07-07 22:31:58,2023-07-08 06:33:20,71,15.0,424,481,232,79,113,57,594,71,92,71,false
2023-07-06 21:55:21,2023-07-07 22:31:58,UTC-04:00,2023-07-06 21:55:21,2023-07-07 05:56:58,69,13.9,394,481,156,85,153,87,569,73,88,55,false
2023-07-05 23:36:26,2023-07-06 21:55:21,UTC-04:00,2023-07-05 23:36:26,2023-07-06 06:42:01,68,13.5,359,425,176,81,102,66,531,43,85,63,false
2023-07-05 00:12:18,2023-07-05 23:36:26,UTC-04:00,2023-07-05 00:12:18,2023-07-05 07:56:49,81,13.5,406,464,112,124,170,58,502,20,91,65,false
2023-07-02 22:57:20,2023-07-04 00:00:00,UTC-04:00,2023-07-02 22:57:20,2023-07-03 07:54:42,91,13.8,437,537,178,90,169,100,478,8,82,65,false
2023-07-01 22:15:18,2023-07-02 22:57:20,UTC-04:00,2023-07-01 22:15:18,2023-07-02 08:34:39,97,13.7,414,619,181,83,150,205,427,0,66,66,false
2023-06-30 21:49:05,2023-07-01 22:15:18,UTC-04:00,2023-07-01 13:47:47,2023-07-01 15:00:34,13,14.6,63,72,50,13,0,9,469,0,99,,true
2023-06-30 21:49:05,2023-07-01 22:15:18,UTC-04:00,2023-06-30 21:49:05,2023-07-01 08:14:27,100,13.8,578,625,238,71,269,47,345,0,93,50,false
2023-06-29 21:27:46,2023-06-30 21:49:05,UTC-04:00,2023-06-30 13:31:07,2023-06-30 15:54:55,26,14.0,122,143,74,6,42,21,467,0,93,,true
2023-06-29 21:27:46,2023-06-30 21:49:05,UTC-04:00,2023-06-29 21:27:46,2023-06-30 09:31:53,100,13.2,630,724,231,117,282,94,398,8,91,50,false
2023-06-28 22:42:19,2023-06-29 21:27:46,UTC-04:00,2023-06-29 15:18:03,2023-06-29 16:47:41,16,14.0,77,89,43,17,17,12,475,8,96,,true
2023-06-28 22:42:19,2023-06-29 21:27:46,UTC-04:00,2023-06-28 22:42:19,2023-06-29 07:33:11,97,13.0,487,530,193,85,209,43,501,32,97,72,false
2023-06-27 21:49:09,2023-06-28 22:42:19,UTC-04:00,2023-06-27 21:49:09,2023-06-28 06:46:29,89,13.7,501,537,203,92,206,36,565,59,94,76,false
2023-06-26 21:42:16,2023-06-27 21:49:09,UTC-04:00,2023-06-26 21:42:16,2023-06-27 05:52:07,80,13.6,425,489,107,109,209,64,534,44,90,73,false
2023-06-25 22:01:21,2023-06-26 21:42:16,UTC-04:00,2023-06-25 22:01:21,2023-06-26 05:37:05,85,13.8,405,455,166,95,144,50,474,5,91,34,false
2023-06-24 23:57:16,2023-06-25 22:01:21,UTC-04:00,2023-06-24 23:57:16,2023-06-25 09:01:12,95,13.8,513,543,215,104,194,30,537,67,95,47,false
2023-06-23 22:22:01,2023-06-24 23:57:16,UTC-04:00,2023-06-23 22:22:01,2023-06-24 05:42:39,71,14.2,401,440,136,91,174,39,563,83,92,91,false
2023-06-22 21:37:40,2023-06-23 22:22:01,UTC-04:00,2023-06-22 21:37:40,2023-06-23 05:42:33,72,13.9,430,484,126,99,205,54,598,77,93,81,false
2023-06-21 21:56:39,2023-06-22 21:37:40,UTC-04:00,2023-06-21 21:56:39,2023-06-22 05:55:53,74,14.2,433,479,159,95,179,46,587,83,94,64,false
2023-06-20 21:32:18,2023-06-21 21:56:39,UTC-04:00,2023-06-20 21:32:18,2023-06-21 05:47:44,72,14.1,438,495,139,96,203,57,611,77,93,49,false
2023-06-19 22:04:04,2023-06-20 21:32:18,UTC-04:00,2023-06-19 22:04:04,2023-06-20 05:42:52,74,14.4,419,458,166,95,158,39,568,65,95,38,false
2023-06-18 21:35:47,2023-06-19 22:04:04,UTC-04:00,2023-06-18 21:35:47,2023-06-19 05:42:39,78,14.4,421,486,176,87,158,65,542,76,90,6,false
2023-06-18 03:14:42,2023-06-18 21:35:47,UTC-04:00,2023-06-18 03:14:42,2023-06-18 17:18:17,67,14.4,403,843,132,85,186,440,600,76,48,3,false
2023-06-16 22:29:49,2023-06-18 03:14:42,UTC-04:00,2023-06-16 22:29:49,2023-06-17 05:56:39,67,14.0,405,446,138,92,175,41,609,78,92,90,false
2023-06-15 22:09:42,2023-06-16 22:29:49,UTC-04:00,2023-06-15 22:09:42,2023-06-16 05:40:19,66,14.6,379,450,128,84,167,71,572,77,86,93,false
2023-06-14 21:46:31,2023-06-15 22:09:42,UTC-04:00,2023-06-14 21:46:31,2023-06-15 05:45:28,74,13.9,434,478,218,45,171,44,590,87,94,87,false
2023-06-13 22:03:38,2023-06-14 21:46:31,UTC-04:00,2023-06-14 16:21:40,2023-06-14 16:38:40,2,15.8,11,17,11,0,0,6,592,87,74,,true
2023-06-13 22:03:38,2023-06-14 21:46:31,UTC-04:00,2023-06-13 22:03:38,2023-06-14 05:44:40,62,14.6,373,461,184,50,139,88,600,71,92,89,false
2023-06-12 21:56:20,2023-06-13 22:03:38,UTC-04:00,2023-06-12 21:56:20,2023-06-13 05:45:57,69,14.7,412,469,150,85,177,57,595,69,89,84,false
2023-06-11 22:07:59,2023-06-12 21:56:20,UTC-04:00,2023-06-11 22:07:59,2023-06-12 05:42:37,70,15.3,382,454,207,59,116,72,549,76,84,72,false
2023-06-10 22:44:24,2023-06-11 22:07:59,UTC-04:00,2023-06-10 22:44:24,2023-06-11 07:40:02,67,13.9,382,535,101,104,177,153,570,64,74,67,false
2023-06-09 21:19:25,2023-06-10 22:44:24,UTC-04:00,2023-06-09 21:19:25,2023-06-10 05:44:28,72,13.7,440,505,168,102,170,65,611,76,92,87,false
2023-06-08 22:17:26,2023-06-09 21:19:25,UTC-04:00,2023-06-08 22:17:26,2023-06-09 05:49:58,67,13.9,390,452,129,87,174,62,582,60,89,89,false
2023-06-07 22:06:34,2023-06-08 22:17:26,UTC-04:00,2023-06-07 22:06:34,2023-06-08 05:42:41,74,14.0,418,456,161,60,197,38,564,57,92,82,false
2023-06-06 21:47:51,2023-06-07 22:06:34,UTC-04:00,2023-06-06 21:47:51,2023-06-07 05:47:18,75,14.4,427,479,147,68,212,52,567,78,94,70,false
2023-06-05 22:12:45,2023-06-06 21:47:51,UTC-04:00,2023-06-06 15:05:19,2023-06-06 15:50:33,6,14.9,36,45,28,8,0,9,583,78,91,,true
2023-06-05 22:12:45,2023-06-06 21:47:51,UTC-04:00,2023-06-05 22:12:45,2023-06-06 05:36:27,66,14.3,390,443,159,78,153,53,594,71,92,73,false
2023-06-04 21:57:05,2023-06-05 22:12:45,UTC-04:00,2023-06-04 21:57:05,2023-06-05 05:42:24,69,14.3,360,465,213,74,73,105,520,50,79,62,false
2023-06-04 00:15:18,2023-06-04 21:57:05,UTC-04:00,2023-06-04 00:15:18,2023-06-04 08:28:55,83,13.7,459,493,157,102,200,34,552,62,93,52,false
2023-06-02 22:22:51,2023-06-04 00:15:18,UTC-04:00,2023-06-02 22:22:51,2023-06-03 07:01:43,79,14.0,461,518,112,107,242,57,586,65,92,75,false
2023-06-01 21:38:40,2023-06-02 22:22:51,UTC-04:00,2023-06-01 21:38:40,2023-06-02 05:46:10,78,14.0,442,487,127,119,196,45,568,60,94,88,false
2023-05-31 21:45:20,2023-06-01 21:38:40,UTC-04:00,2023-05-31 21:45:20,2023-06-01 05:33:58,74,14.4,400,468,167,62,171,68,543,55,89,80,false
2023-05-30 21:47:14,2023-05-31 21:45:20,UTC-04:00,2023-05-31 13:35:09,2023-05-31 14:15:40,6,17.0,33,40,30,3,0,7,576,55,98,,true
2023-05-30 21:47:14,2023-05-31 21:45:20,UTC-04:00,2023-05-30 21:47:14,2023-05-31 05:44:07,76,14.0,435,476,171,63,201,41,576,55,96,86,false
2023-05-29 22:31:24,2023-05-30 21:47:14,UTC-04:00,2023-05-29 22:31:24,2023-05-30 06:11:38,76,14.0,413,460,173,89,151,47,548,29,91,81,false
2023-05-28 21:06:02,2023-05-29 22:31:24,UTC-04:00,2023-05-28 21:06:02,2023-05-29 05:58:55,90,14.7,468,532,185,90,193,64,523,55,91,81,false
2023-05-27 21:34:25,2023-05-28 21:06:02,UTC-04:00,2023-05-27 21:34:25,2023-05-28 06:46:24,76,15.5,432,551,183,74,175,119,572,65,79,81,false
2023-05-26 22:45:18,2023-05-27 21:34:25,UTC-04:00,2023-05-26 22:45:18,2023-05-27 06:56:03,78,14.4,463,491,164,101,198,28,594,68,97,70,false
2023-05-25 21:38:42,2023-05-26 22:45:18,UTC-04:00,2023-05-25 21:38:42,2023-05-26 05:42:40,77,14.6,437,483,145,83,209,46,570,68,94,85,false
2023-05-24 21:26:43,2023-05-25 21:38:42,UTC-04:00,2023-05-24 21:26:43,2023-05-25 05:44:42,77,14.5,402,497,137,87,178,95,522,59,84,72,false
2023-05-23 21:12:51,2023-05-24 21:26:43,UTC-04:00,2023-05-24 14:16:09,2023-05-24 15:17:57,9,13.9,50,61,36,14,0,11,569,59,90,,true
2023-05-23 21:12:51,2023-05-24 21:26:43,UTC-04:00,2023-05-23 21:12:51,2023-05-24 05:39:48,80,14.9,479,506,218,73,188,27,599,64,95,80,false
2023-05-22 22:21:07,2023-05-23 21:12:51,UTC-04:00,2023-05-22 22:21:07,2023-05-23 06:35:28,72,15.1,433,494,191,83,159,61,599,67,89,89,false
2023-05-21 22:26:27,2023-05-22 22:21:07,UTC-04:00,2023-05-21 22:26:27,2023-05-22 05:53:20,71,14.4,405,446,216,53,136,41,574,50,91,90,false
2023-05-20 22:56:48,2023-05-21 22:26:27,UTC-04:00,2023-05-20 22:56:48,2023-05-21 06:46:37,83,14.8,436,469,166,106,164,33,523,44,94,85,false
2023-05-19 21:36:51,2023-05-20 22:56:48,UTC-04:00,2023-05-19 21:36:51,2023-05-20 06:45:06,85,14.5,501,548,186,123,192,47,588,67,91,85,false
2023-05-18 22:22:21,2023-05-19 21:36:51,UTC-04:00,2023-05-18 22:22:21,2023-05-19 05:58:22,71,14.0,424,456,102,104,218,32,596,71,96,87,false
2023-05-17 22:09:37,2023-05-18 22:22:21,UTC-04:00,2023-05-17 22:09:37,2023-05-18 06:45:40,69,13.9,413,516,135,94,184,103,598,71,82,85,false
2023-05-16 22:32:38,2023-05-17 22:09:37,UTC-04:00,2023-05-16 22:32:38,2023-05-17 05:59:36,69,13.8,415,446,180,90,145,31,599,77,94,89,false
2023-05-15 21:55:18,2023-05-16 22:32:38,UTC-04:00,2023-05-15 21:55:18,2023-05-16 05:45:45,74,14.4,420,470,177,90,153,50,570,76,93,74,false
2023-05-14 22:27:43,2023-05-15 21:55:18,UTC-04:00,2023-05-14 22:27:43,2023-05-15 05:46:03,67,13.7,390,438,131,88,171,48,581,85,93,68,false
2023-05-13 22:49:11,2023-05-14 22:27:43,UTC-04:00,2023-05-13 22:49:11,2023-05-14 06:15:44,63,14.4,381,446,246,62,73,65,600,76,93,60,false
2023-05-12 23:35:40,2023-05-13 22:49:11,UTC-04:00,2023-05-12 23:35:40,2023-05-13 05:48:52,67,13.8,366,373,198,44,124,7,550,38,98,63,false
2023-05-11 22:56:51,2023-05-12 23:35:40,UTC-04:00,2023-05-11 22:56:51,2023-05-12 07:25:45,87,13.9,450,508,210,69,171,58,514,14,94,34,false
2023-05-11 00:13:10,2023-05-11 22:56:51,UTC-04:00,2023-05-11 00:13:10,2023-05-11 13:28:39,95,13.9,563,795,237,116,210,232,595,80,74,31,false
2023-05-09 22:57:06,2023-05-11 00:13:10,UTC-04:00,2023-05-09 22:57:06,2023-05-10 06:54:55,73,14.0,417,477,194,72,151,60,570,76,91,80,false
2023-05-09 00:08:33,2023-05-09 22:57:06,UTC-04:00,2023-05-09 00:08:33,2023-05-09 07:17:17,67,14.1,389,428,154,89,146,39,582,76,92,71,false
2023-05-07 22:15:07,2023-05-09 00:08:33,UTC-04:00,2023-05-07 22:15:07,2023-05-08 05:43:03,67,14.4,360,447,154,76,130,87,541,59,94,75,false
2023-05-06 22:35:53,2023-05-07 22:15:07,UTC-04:00,2023-05-06 22:35:53,2023-05-07 07:45:18,80,14.3,486,549,147,125,214,63,610,97,89,73,false
2023-05-06 00:52:50,2023-05-06 22:35:53,UTC-04:00,2023-05-06 00:52:50,2023-05-06 07:24:13,58,14.2,332,391,181,57,94,59,571,67,92,66,false
2023-05-04 22:11:26,2023-05-06 00:52:50,UTC-04:00,2023-05-04 22:11:26,2023-05-05 06:22:47,71,14.4,433,491,209,70,154,58,612,92,90,80,false
2023-05-03 23:46:56,2023-05-04 22:11:26,UTC-04:00,2023-05-03 23:46:56,2023-05-04 05:54:13,60,13.8,337,358,165,63,109,21,566,80,95,67,false
2023-05-02 22:14:15,2023-05-03 23:46:56,UTC-04:00,2023-05-02 22:14:15,2023-05-03 06:33:19,73,13.9,463,499,219,62,182,36,630,113,95,55,false
2023-05-02 00:40:18,2023-05-02 22:14:15,UTC-04:00,2023-05-02 00:40:18,2023-05-02 06:13:09,51,14.1,280,332,125,53,102,52,547,20,89,48,false
2023-04-30 20:40:29,2023-05-02 00:40:18,UTC-04:00,2023-04-30 20:40:29,2023-05-01 05:50:39,93,14.2,489,550,194,119,176,61,527,62,91,34,false
2023-04-29 22:04:23,2023-04-30 20:40:29,UTC-04:00,2023-04-29 22:04:23,2023-04-30 09:26:06,,,,,,,,,,,,,false
2023-04-28 23:43:37,2023-04-29 22:04:23,UTC-04:00,2023-04-29 13:48:44,2023-04-29 15:05:13,11,14.9,56,76,45,11,0,20,512,62,95,,true
2023-04-28 23:43:37,2023-04-29 22:04:23,UTC-04:00,2023-04-29 08:07:32,2023-04-29 09:00:48,4,14.2,19,53,19,0,0,34,527,62,83,,true
2023-04-28 23:43:37,2023-04-29 22:04:23,UTC-04:00,2023-04-28 23:43:37,2023-04-29 07:24:49,79,14.5,402,461,197,73,132,59,510,53,91,62,false
2023-04-27 22:35:24,2023-04-28 23:43:37,UTC-04:00,2023-04-28 08:41:08,2023-04-28 09:41:02,8,15.4,42,59,27,10,5,17,517,53,84,,true
2023-04-27 22:35:24,2023-04-28 23:43:37,UTC-04:00,2023-04-27 22:35:24,2023-04-28 06:32:38,82,14.6,420,477,164,100,156,57,513,29,88,80,false
2023-04-26 20:53:12,2023-04-27 22:35:24,UTC-04:00,2023-04-26 20:53:12,2023-04-27 06:53:21,90,14.4,545,600,221,106,218,55,606,98,94,65,false
2023-04-25 22:28:10,2023-04-26 20:53:12,UTC-04:00,2023-04-25 22:28:10,2023-04-26 06:01:36,67,13.9,413,453,199,62,152,40,618,113,92,74,false
2023-04-24 23:52:25,2023-04-25 22:28:10,UTC-04:00,2023-04-24 23:52:25,2023-04-25 06:04:21,51,14.1,307,371,175,55,77,64,606,76,86,75,false
2023-04-23 22:23:28,2023-04-24 23:52:25,UTC-04:00,2023-04-23 22:23:28,2023-04-24 06:44:41,67,14.3,380,501,173,80,127,121,567,89,79,62,false
2023-04-23 00:57:43,2023-04-23 22:23:28,UTC-04:00,2023-04-23 00:57:43,2023-04-23 08:36:50,70,14.1,410,459,175,76,159,49,582,80,92,55,false
2023-04-21 23:02:32,2023-04-23 00:57:43,UTC-04:00,2023-04-21 23:02:32,2023-04-22 06:30:39,65,14.1,404,448,250,25,129,44,618,92,94,87,false
2023-04-20 22:59:05,2023-04-21 23:02:32,UTC-04:00,2023-04-20 22:59:05,2023-04-21 06:08:49,60,14.3,351,429,141,70,140,78,589,76,91,83,false
2023-04-19 22:46:59,2023-04-20 22:59:05,UTC-04:00,2023-04-19 22:46:59,2023-04-20 05:59:01,67,13.8,398,432,194,67,137,34,597,90,95,75,false
2023-04-18 23:23:31,2023-04-19 22:46:59,UTC-04:00,2023-04-18 23:23:31,2023-04-19 05:57:42,61,13.8,347,394,150,76,121,47,572,80,92,71,false
2023-04-17 23:45:34,2023-04-18 23:23:31,UTC-04:00,2023-04-17 23:45:34,2023-04-18 08:20:32,73,14.5,443,514,195,94,154,71,606,77,89,67,false
2023-04-16 21:55:03,2023-04-17 23:45:34,UTC-04:00,2023-04-16 21:55:03,2023-04-17 05:57:08,74,14.3,436,482,200,72,164,46,585,69,92,68,false
2023-04-16 00:13:56,2023-04-16 21:55:03,UTC-04:00,2023-04-16 00:13:56,2023-04-16 07:40:13,70,14.1,410,446,142,96,172,36,589,78,95,70,false
2023-04-14 22:46:10,2023-04-16 00:13:56,UTC-04:00,2023-04-14 22:46:10,2023-04-15 05:42:27,66,14.8,366,416,135,95,136,50,557,68,90,76,false
2023-04-13 22:54:12,2023-04-14 22:46:10,UTC-04:00,2023-04-13 22:54:12,2023-04-14 07:45:33,77,14.7,475,531,194,112,169,56,615,90,92,73,false
2023-04-12 23:16:51,2023-04-13 22:54:12,UTC-04:00,2023-04-12 23:16:51,2023-04-13 05:54:23,61,14.2,347,397,148,54,145,50,571,78,87,75,false
2023-04-11 22:40:27,2023-04-12 23:16:51,UTC-04:00,2023-04-11 22:40:27,2023-04-12 05:53:42,66,14.5,390,433,238,73,79,43,591,64,93,66,false
2023-04-10 23:11:01,2023-04-11 22:40:27,UTC-04:00,2023-04-10 23:11:01,2023-04-11 05:54:42,72,14.6,358,403,237,56,65,45,495,0,93,65,false
2023-04-09 21:34:08,2023-04-10 23:11:01,UTC-04:00,2023-04-10 15:14:08,2023-04-10 15:45:14,6,17.3,27,31,27,0,0,4,493,0,100,,true
